OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2
1480,145,MEX,Mexico,29,Tlaxcala,1480,Tocatlan,Municipio,Municipality,NA,Tocatlan
1481,145,MEX,Mexico,29,Tlaxcala,1481,Totolac,Municipio,Municipality,NA,NA
1482,145,MEX,Mexico,29,Tlaxcala,1482,Tzompantepec,Municipio,Municipality,NA,NA
1483,145,MEX,Mexico,29,Tlaxcala,1483,Xaloztoc,Municipio,Municipality,NA,NA
1484,145,MEX,Mexico,29,Tlaxcala,1484,Xaltocan,Municipio,Municipality,NA,NA
1485,145,MEX,Mexico,29,Tlaxcala,1485,Xicohtzinco,Municipio,Municipality,NA,Xicotzingo
1486,145,MEX,Mexico,29,Tlaxcala,1486,Yauhquemecan,Municipio,Municipality,NA,Yauhquemehcan
1487,145,MEX,Mexico,29,Tlaxcala,1487,Zacatelco,Municipio,Municipality,NA,NA
1488,145,MEX,Mexico,29,Tlaxcala,1488,Zitlaltepec de Trinidad Sanchez Santos,Municipio,Municipality,NA,Zitlaltepec de Trinidad S. Santos
1489,145,MEX,Mexico,30,Veracruz,1489,iÅngel R. Cabada,Municipio,Municipality,NA,Angel R. Cabada
1490,145,MEX,Mexico,30,Veracruz,1490,Acajete,Municipio,Municipality,NA,NA
1491,145,MEX,Mexico,30,Veracruz,1491,Acatlan,Municipio,Municipality,NA,Acatlan
1492,145,MEX,Mexico,30,Veracruz,1492,Acayucan,Municipio,Municipality,NA,NA
1493,145,MEX,Mexico,30,Veracruz,1493,Actopan,Municipio,Municipality,NA,NA
1494,145,MEX,Mexico,30,Veracruz,1494,Acula,Municipio,Municipality,NA,NA
1495,145,MEX,Mexico,30,Veracruz,1495,Acultzingo,Municipio,Municipality,NA,NA
1496,145,MEX,Mexico,30,Veracruz,1496,Alpatlahuac,Municipio,Municipality,NA,Alpatlahuac
1497,145,MEX,Mexico,30,Veracruz,1497,Alto Lucero de Gutierrez Barrios,Municipio,Municipality,NA,Alto Lucero
1498,145,MEX,Mexico,30,Veracruz,1498,Altotonga,Municipio,Municipality,NA,NA
1499,145,MEX,Mexico,30,Veracruz,1499,Alvarado,Municipio,Municipality,NA,NA
1500,145,MEX,Mexico,30,Veracruz,1500,Amatitlan de los Reyes,Municipio,Municipality,NA,Amatlan de los Reyes
1501,145,MEX,Mexico,30,Veracruz,1501,Amatitlan,Municipio,Municipality,NA,Amatitlan
1502,145,MEX,Mexico,30,Veracruz,1502,Amatlan Tuxpan,Municipio,Municipality,NA,NA
1503,145,MEX,Mexico,30,Veracruz,1503,Apazapan,Municipio,Municipality,NA,NA
1504,145,MEX,Mexico,30,Veracruz,1504,Aquila,Municipio,Municipality,NA,NA
1505,145,MEX,Mexico,30,Veracruz,1505,iörsulo Galvan,Municipio,Municipality,NA,Ursulo Galvan
1506,145,MEX,Mexico,30,Veracruz,1506,Astacinga,Municipio,Municipality,NA,NA
1507,145,MEX,Mexico,30,Veracruz,1507,Atlahuilco,Municipio,Municipality,NA,NA
1508,145,MEX,Mexico,30,Veracruz,1508,Atoyac,Municipio,Municipality,NA,NA
1509,145,MEX,Mexico,30,Veracruz,1509,Atzacan,Municipio,Municipality,NA,NA
1510,145,MEX,Mexico,30,Veracruz,1510,Atzalan,Municipio,Municipality,NA,NA
1511,145,MEX,Mexico,30,Veracruz,1511,Ayahualulco,Municipio,Municipality,NA,NA
1512,145,MEX,Mexico,30,Veracruz,1512,Banderilla,Municipio,Municipality,NA,NA
1513,145,MEX,Mexico,30,Veracruz,1513,Benito Juarez,Municipio,Municipality,NA,NA
1514,145,MEX,Mexico,30,Veracruz,1514,Boca del Ri≠o,Municipio,Municipality,NA,Boca del Rio
1515,145,MEX,Mexico,30,Veracruz,1515,Cordoba,Municipio,Municipality,NA,Cordoba
1516,145,MEX,Mexico,30,Veracruz,1516,Calcahualco,Municipio,Municipality,NA,NA
1517,145,MEX,Mexico,30,Veracruz,1517,Camaron de Tejada,Municipio,Municipality,NA,Camaron de Tejada
1518,145,MEX,Mexico,30,Veracruz,1518,Camerino Z. Mendoza,Municipio,Municipality,NA,NA
1519,145,MEX,Mexico,30,Veracruz,1519,Carrillo Puerto,Municipio,Municipality,NA,NA
1520,145,MEX,Mexico,30,Veracruz,1520,Castillo de Teayo,Municipio,Municipality,NA,NA
1521,145,MEX,Mexico,30,Veracruz,1521,Catemaco,Municipio,Municipality,NA,NA
1522,145,MEX,Mexico,30,Veracruz,1522,Cazones de Herrera,Municipio,Municipality,NA,NA
1523,145,MEX,Mexico,30,Veracruz,1523,Cerro Azul,Municipio,Municipality,NA,NA
1524,145,MEX,Mexico,30,Veracruz,1524,Chacaltianguis,Municipio,Municipality,NA,NA
1525,145,MEX,Mexico,30,Veracruz,1525,Chalma,Municipio,Municipality,NA,NA
1526,145,MEX,Mexico,30,Veracruz,1526,Chiconamel,Municipio,Municipality,NA,NA
1527,145,MEX,Mexico,30,Veracruz,1527,Chiconquiaco,Municipio,Municipality,NA,NA
1528,145,MEX,Mexico,30,Veracruz,1528,Chicontepec,Municipio,Municipality,NA,NA
1529,145,MEX,Mexico,30,Veracruz,1529,Chinameca,Municipio,Municipality,NA,NA
1530,145,MEX,Mexico,30,Veracruz,1530,Chinampa de Gorostiza,Municipio,Municipality,NA,NA
1531,145,MEX,Mexico,30,Veracruz,1531,Chocoman,Municipio,Municipality,NA,NA
1532,145,MEX,Mexico,30,Veracruz,1532,Chontla,Municipio,Municipality,NA,NA
1533,145,MEX,Mexico,30,Veracruz,1533,Chumatlan,Municipio,Municipality,NA,NA
1534,145,MEX,Mexico,30,Veracruz,1534,Citlaltepetl,Municipio,Municipality,NA,NA
1535,145,MEX,Mexico,30,Veracruz,1535,Coacoatzintla,Municipio,Municipality,NA,Coatcoatzintla
1536,145,MEX,Mexico,30,Veracruz,1536,Coatepec,Municipio,Municipality,NA,NA
1537,145,MEX,Mexico,30,Veracruz,1537,Coatzacoalcos,Municipio,Municipality,NA,NA
1538,145,MEX,Mexico,30,Veracruz,1538,Coatzintla,Municipio,Municipality,NA,NA
1539,145,MEX,Mexico,30,Veracruz,1539,Coetzala,Municipio,Municipality,NA,NA
1540,145,MEX,Mexico,30,Veracruz,1540,Colipa,Municipio,Municipality,NA,NA
1541,145,MEX,Mexico,30,Veracruz,1541,Comapa,Municipio,Municipality,NA,NA
1542,145,MEX,Mexico,30,Veracruz,1542,Cosamaloapan,Municipio,Municipality,NA,NA
1543,145,MEX,Mexico,30,Veracruz,1543,Cosautlan de Carvajal,Municipio,Municipality,NA,Cosautlan de Carvajal
1544,145,MEX,Mexico,30,Veracruz,1544,Coscomatepec,Municipio,Municipality,NA,NA
1545,145,MEX,Mexico,30,Veracruz,1545,Cosoleacaque,Municipio,Municipality,NA,NA
1546,145,MEX,Mexico,30,Veracruz,1546,Cotaxtla,Municipio,Municipality,NA,NA
1547,145,MEX,Mexico,30,Veracruz,1547,Coxquihi,Municipio,Municipality,NA,Coxquihui
1548,145,MEX,Mexico,30,Veracruz,1548,Coyutla,Municipio,Municipality,NA,NA
1549,145,MEX,Mexico,30,Veracruz,1549,Cuichapa,Municipio,Municipality,NA,NA
1550,145,MEX,Mexico,30,Veracruz,1550,Cuitlahuac,Municipio,Municipality,NA,Cuitlahuac
1551,145,MEX,Mexico,30,Veracruz,1551,Emiliano Zapata,Municipio,Municipality,NA,NA
1552,145,MEX,Mexico,30,Veracruz,1552,Espinal,Municipio,Municipality,NA,NA
1553,145,MEX,Mexico,30,Veracruz,1553,Filomeno Mata,Municipio,Municipality,NA,NA
1554,145,MEX,Mexico,30,Veracruz,1554,Forti≠n,Municipio,Municipality,NA,Fortin
1555,145,MEX,Mexico,30,Veracruz,1555,Gutierrez Zamora,Municipio,Municipality,NA,Gutierrez Zamora
1556,145,MEX,Mexico,30,Veracruz,1556,Hidalgotitlan,Municipio,Municipality,NA,Hidalgotitlan
1557,145,MEX,Mexico,30,Veracruz,1557,Huatusco,Municipio,Municipality,NA,NA
1558,145,MEX,Mexico,30,Veracruz,1558,Huayacocotla,Municipio,Municipality,NA,NA
1559,145,MEX,Mexico,30,Veracruz,1559,Hueyapan de Ocampo,Municipio,Municipality,NA,NA
1560,145,MEX,Mexico,30,Veracruz,1560,Huiloapan de Cuauhtemoc,Municipio,Municipality,NA,Huiloapan de Cuahtemoc
1561,145,MEX,Mexico,30,Veracruz,1561,Ignacio de la Llave,Municipio,Municipality,NA,NA
1562,145,MEX,Mexico,30,Veracruz,1562,Ilamatlan,Municipio,Municipality,NA,Ilamatlan
1563,145,MEX,Mexico,30,Veracruz,1563,Isla,Municipio,Municipality,NA,NA
1564,145,MEX,Mexico,30,Veracruz,1564,Ixcatepec,Municipio,Municipality,NA,NA
1565,145,MEX,Mexico,30,Veracruz,1565,Ixhuacan de los Reyes,Municipio,Municipality,NA,Ixhuacan de los Reyes
1566,145,MEX,Mexico,30,Veracruz,1566,Ixhuatlan de Madero,Municipio,Municipality,NA,Ixhuatlan de Madero
1567,145,MEX,Mexico,30,Veracruz,1567,Ixhuatlan del Cafe,Municipio,Municipality,NA,Ixhuatlan del Cafe
1568,145,MEX,Mexico,30,Veracruz,1568,Ixhuatlan del Sureste,Municipio,Municipality,NA,Ixhuatlan del Sureste
1569,145,MEX,Mexico,30,Veracruz,1569,Ixhuatlancillo,Municipio,Municipality,NA,NA
1570,145,MEX,Mexico,30,Veracruz,1570,Ixmatlahuacan,Municipio,Municipality,NA,NA
1571,145,MEX,Mexico,30,Veracruz,1571,Ixtaczoquitlan,Municipio,Municipality,NA,Ixtaczoquitlan
1572,145,MEX,Mexico,30,Veracruz,1572,Jaltipan,Municipio,Municipality,NA,Jaltipan
1573,145,MEX,Mexico,30,Veracruz,1573,Jalancingo,Municipio,Municipality,NA,Jalacingo
1574,145,MEX,Mexico,30,Veracruz,1574,Jalcomulco,Municipio,Municipality,NA,NA
1575,145,MEX,Mexico,30,Veracruz,1575,Jamapa,Municipio,Municipality,NA,NA
1576,145,MEX,Mexico,30,Veracruz,1576,Jesus Carranza,Municipio,Municipality,NA,Jesus Carranza
1577,145,MEX,Mexico,30,Veracruz,1577,Jilotepec,Municipio,Municipality,NA,NA
1578,145,MEX,Mexico,30,Veracruz,1578,Jose Azueta,Municipio,Municipality,NA,Jose Azueta
1579,145,MEX,Mexico,30,Veracruz,1579,Juan Rodri≠guez Clara,Municipio,Municipality,NA,Juan Rodriguez Clara
1580,145,MEX,Mexico,30,Veracruz,1580,Juchique de Ferrer,Municipio,Municipality,NA,NA
1581,145,MEX,Mexico,30,Veracruz,1581,La Antigua,Municipio,Municipality,NA,NA
1582,145,MEX,Mexico,30,Veracruz,1582,La Perla,Municipio,Municipality,NA,NA
1583,145,MEX,Mexico,30,Veracruz,1583,Landero y Coss,Municipio,Municipality,NA,Ladero y Coss
1584,145,MEX,Mexico,30,Veracruz,1584,Las Choapas,Municipio,Municipality,NA,NA
1585,145,MEX,Mexico,30,Veracruz,1585,Las Minas,Municipio,Municipality,NA,NA
1586,145,MEX,Mexico,30,Veracruz,1586,Las Vigas de Rami≠rez,Municipio,Municipality,NA,Las Vigas de Ramirez
1587,145,MEX,Mexico,30,Veracruz,1587,Lerdo de Tejada,Municipio,Municipality,NA,NA
1588,145,MEX,Mexico,30,Veracruz,1588,Los Reyes,Municipio,Municipality,NA,NA
1589,145,MEX,Mexico,30,Veracruz,1589,Magdalena,Municipio,Municipality,NA,NA
1590,145,MEX,Mexico,30,Veracruz,1590,Maltrata,Municipio,Municipality,NA,NA
1591,145,MEX,Mexico,30,Veracruz,1591,Manlio Fabio Altamirano,Municipio,Municipality,NA,Manlio Fabio Altamiro
1592,145,MEX,Mexico,30,Veracruz,1592,Mariano Escobedo,Municipio,Municipality,NA,NA
1593,145,MEX,Mexico,30,Veracruz,1593,Marti≠nez de la Torre,Municipio,Municipality,NA,Martinez de la Torre
1594,145,MEX,Mexico,30,Veracruz,1594,Mecatlan,Municipio,Municipality,NA,Mecatlan
1595,145,MEX,Mexico,30,Veracruz,1595,Mecayapan,Municipio,Municipality,NA,NA
1596,145,MEX,Mexico,30,Veracruz,1596,Medelli≠n,Municipio,Municipality,NA,Medellin
1597,145,MEX,Mexico,30,Veracruz,1597,Mihuatlan,Municipio,Municipality,NA,Miahuatlan
1598,145,MEX,Mexico,30,Veracruz,1598,Minatitlan,Municipio,Municipality,NA,Minatitlan
1599,145,MEX,Mexico,30,Veracruz,1599,Misantla,Municipio,Municipality,NA,NA
1600,145,MEX,Mexico,30,Veracruz,1600,Mixtla de Altamirano,Municipio,Municipality,NA,NA
1601,145,MEX,Mexico,30,Veracruz,1601,Moloacan,Municipio,Municipality,NA,Moloacan
1602,145,MEX,Mexico,30,Veracruz,1602,Naolinco,Municipio,Municipality,NA,NA
1603,145,MEX,Mexico,30,Veracruz,1603,Naranjal,Municipio,Municipality,NA,NA
1604,145,MEX,Mexico,30,Veracruz,1604,Nautla,Municipio,Municipality,NA,NA
1605,145,MEX,Mexico,30,Veracruz,1605,Nogales,Municipio,Municipality,NA,NA
1606,145,MEX,Mexico,30,Veracruz,1606,Oluta,Municipio,Municipality,NA,Olutla
1607,145,MEX,Mexico,30,Veracruz,1607,Omealca,Municipio,Municipality,NA,NA
1608,145,MEX,Mexico,30,Veracruz,1608,Orizaba,Municipio,Municipality,NA,NA
1609,145,MEX,Mexico,30,Veracruz,1609,Otatitlan,Municipio,Municipality,NA,Otatitlan
1610,145,MEX,Mexico,30,Veracruz,1610,Oteapan,Municipio,Municipality,NA,NA
1611,145,MEX,Mexico,30,Veracruz,1611,Ozuluama,Municipio,Municipality,NA,NA
1612,145,MEX,Mexico,30,Veracruz,1612,Panuco,Municipio,Municipality,NA,Panuco
1613,145,MEX,Mexico,30,Veracruz,1613,Pajapan,Municipio,Municipality,NA,NA
1614,145,MEX,Mexico,30,Veracruz,1614,Papantla,Municipio,Municipality,NA,NA
1615,145,MEX,Mexico,30,Veracruz,1615,Paso de Ovejas,Municipio,Municipality,NA,NA
1616,145,MEX,Mexico,30,Veracruz,1616,Paso del Macho,Municipio,Municipality,NA,NA
1617,145,MEX,Mexico,30,Veracruz,1617,Perote,Municipio,Municipality,NA,NA
1618,145,MEX,Mexico,30,Veracruz,1618,Platon Sanchez,Municipio,Municipality,NA,Platon Sanchez
1619,145,MEX,Mexico,30,Veracruz,1619,Playa Vicente,Municipio,Municipality,NA,NA
1620,145,MEX,Mexico,30,Veracruz,1620,Poza Rica de Hidalgo,Municipio,Municipality,NA,NA
1621,145,MEX,Mexico,30,Veracruz,1621,Progreso de Zaragoza,Municipio,Municipality,NA,NA
1622,145,MEX,Mexico,30,Veracruz,1622,Pueblo Viejo,Municipio,Municipality,NA,NA
1623,145,MEX,Mexico,30,Veracruz,1623,Puente Nacional,Municipio,Municipality,NA,NA
1624,145,MEX,Mexico,30,Veracruz,1624,Rafael Delgado,Municipio,Municipality,NA,NA
1625,145,MEX,Mexico,30,Veracruz,1625,Rafael Lucio,Municipio,Municipality,NA,NA
1626,145,MEX,Mexico,30,Veracruz,1626,Ri≠o Blanco,Municipio,Municipality,NA,Rio Blanco
1627,145,MEX,Mexico,30,Veracruz,1627,Saltabarranca,Municipio,Municipality,NA,NA
1628,145,MEX,Mexico,30,Veracruz,1628,San Andres Tenejapan,Municipio,Municipality,NA,San Andres Tenejapan
1629,145,MEX,Mexico,30,Veracruz,1629,San Andres Tuxtla,Municipio,Municipality,NA,San Andres Tuxtla
1630,145,MEX,Mexico,30,Veracruz,1630,San Juan Evangelista,Municipio,Municipality,NA,NA
1631,145,MEX,Mexico,30,Veracruz,1631,Santiago Tuxtla,Municipio,Municipality,NA,NA
1632,145,MEX,Mexico,30,Veracruz,1632,Sayula de Aleman,Municipio,Municipality,NA,Sayula de Aleman
1633,145,MEX,Mexico,30,Veracruz,1633,Sochiapa,Municipio,Municipality,NA,NA
1634,145,MEX,Mexico,30,Veracruz,1634,Soconusco,Municipio,Municipality,NA,NA
1635,145,MEX,Mexico,30,Veracruz,1635,Soledad Atzompa,Municipio,Municipality,NA,NA
1636,145,MEX,Mexico,30,Veracruz,1636,Soledad de Doblado,Municipio,Municipality,NA,NA
1637,145,MEX,Mexico,30,Veracruz,1637,Soteapan,Municipio,Municipality,NA,NA
1638,145,MEX,Mexico,30,Veracruz,1638,Tamali≠n,Municipio,Municipality,NA,Tamalin
1639,145,MEX,Mexico,30,Veracruz,1639,Tamiahua,Municipio,Municipality,NA,NA
1640,145,MEX,Mexico,30,Veracruz,1640,Tampico Alto,Municipio,Municipality,NA,NA
1641,145,MEX,Mexico,30,Veracruz,1641,Tancoco,Municipio,Municipality,NA,NA
1642,145,MEX,Mexico,30,Veracruz,1642,Tantima,Municipio,Municipality,NA,NA
1643,145,MEX,Mexico,30,Veracruz,1643,Tantoyuca,Municipio,Municipality,NA,NA
1644,145,MEX,Mexico,30,Veracruz,1644,Tatatila,Municipio,Municipality,NA,NA
1645,145,MEX,Mexico,30,Veracruz,1645,Tecolutla,Municipio,Municipality,NA,NA
1646,145,MEX,Mexico,30,Veracruz,1646,Tehuipango,Municipio,Municipality,NA,NA
1647,145,MEX,Mexico,30,Veracruz,1647,Temapache,Municipio,Municipality,NA,NA
1648,145,MEX,Mexico,30,Veracruz,1648,Tempoal,Municipio,Municipality,NA,NA
1649,145,MEX,Mexico,30,Veracruz,1649,Tenampa,Municipio,Municipality,NA,NA
1650,145,MEX,Mexico,30,Veracruz,1650,Tenochtitlan,Municipio,Municipality,NA,Tenochtitlan
1651,145,MEX,Mexico,30,Veracruz,1651,Teocelo,Municipio,Municipality,NA,NA
1652,145,MEX,Mexico,30,Veracruz,1652,Tepatlaxco,Municipio,Municipality,NA,NA
1653,145,MEX,Mexico,30,Veracruz,1653,Tepetlan,Municipio,Municipality,NA,NA
1654,145,MEX,Mexico,30,Veracruz,1654,Tepetzintla,Municipio,Municipality,NA,NA
1655,145,MEX,Mexico,30,Veracruz,1655,Tequila,Municipio,Municipality,NA,NA
1656,145,MEX,Mexico,30,Veracruz,1656,Texcatepec,Municipio,Municipality,NA,NA
1657,145,MEX,Mexico,30,Veracruz,1657,Texhuacan,Municipio,Municipality,NA,Texhuacan
1658,145,MEX,Mexico,30,Veracruz,1658,Texistepec,Municipio,Municipality,NA,NA
1659,145,MEX,Mexico,30,Veracruz,1659,Tezonapa,Municipio,Municipality,NA,NA
1660,145,MEX,Mexico,30,Veracruz,1660,Tierra Blanca,Municipio,Municipality,NA,NA
1661,145,MEX,Mexico,30,Veracruz,1661,Tihuatlan,Municipio,Municipality,NA,NA
1662,145,MEX,Mexico,30,Veracruz,1662,Tlachichilco,Municipio,Municipality,NA,NA
1663,145,MEX,Mexico,30,Veracruz,1663,Tlacolulan,Municipio,Municipality,NA,NA
1664,145,MEX,Mexico,30,Veracruz,1664,Tlacotalpan,Municipio,Municipality,NA,Tlacoltapan
1665,145,MEX,Mexico,30,Veracruz,1665,Tlacotepec de Meji≠a,Municipio,Municipality,NA,NA
1666,145,MEX,Mexico,30,Veracruz,1666,Tlajocalpan,Municipio,Municipality,NA,NA
1667,145,MEX,Mexico,30,Veracruz,1667,Tlalixcoyan,Municipio,Municipality,NA,NA
1668,145,MEX,Mexico,30,Veracruz,1668,Tlalnelhuayocan,Municipio,Municipality,NA,NA
1669,145,MEX,Mexico,30,Veracruz,1669,Tlaltetela,Municipio,Municipality,NA,NA
1670,145,MEX,Mexico,30,Veracruz,1670,Tlapacoyan,Municipio,Municipality,NA,NA
1671,145,MEX,Mexico,30,Veracruz,1671,Tlaquilpan,Municipio,Municipality,NA,NA
1672,145,MEX,Mexico,30,Veracruz,1672,Tlilapan,Municipio,Municipality,NA,NA
1673,145,MEX,Mexico,30,Veracruz,1673,Tomatlan,Municipio,Municipality,NA,NA
1674,145,MEX,Mexico,30,Veracruz,1674,Tonayan,Municipio,Municipality,NA,NA
1675,145,MEX,Mexico,30,Veracruz,1675,Totutla,Municipio,Municipality,NA,NA
1676,145,MEX,Mexico,30,Veracruz,1676,Tuxpan,Municipio,Municipality,NA,NA
1677,145,MEX,Mexico,30,Veracruz,1677,Tuxtilla,Municipio,Municipality,NA,NA
1678,145,MEX,Mexico,30,Veracruz,1678,Vega de Alatorre,Municipio,Municipality,NA,NA
1679,145,MEX,Mexico,30,Veracruz,1679,Veracruz,Municipio,Municipality,NA,NA
1680,145,MEX,Mexico,30,Veracruz,1680,Villa Aldama,Municipio,Municipality,NA,NA
1681,145,MEX,Mexico,30,Veracruz,1681,Xalapa,Municipio,Municipality,NA,NA
1682,145,MEX,Mexico,30,Veracruz,1682,Xico,Municipio,Municipality,NA,NA
1683,145,MEX,Mexico,30,Veracruz,1683,Xoxocotla,Municipio,Municipality,NA,NA
1684,145,MEX,Mexico,30,Veracruz,1684,Yanga,Municipio,Municipality,NA,NA
1685,145,MEX,Mexico,30,Veracruz,1685,Yecuatla,Municipio,Municipality,NA,Yecuatlan
1686,145,MEX,Mexico,30,Veracruz,1686,Zacualpan,Municipio,Municipality,NA,NA
1687,145,MEX,Mexico,30,Veracruz,1687,Zaragoza,Municipio,Municipality,NA,NA
1688,145,MEX,Mexico,30,Veracruz,1688,Zentla,Municipio,Municipality,NA,NA
1689,145,MEX,Mexico,30,Veracruz,1689,Zongolica,Municipio,Municipality,NA,NA
1690,145,MEX,Mexico,30,Veracruz,1690,Zontecomatlan,Municipio,Municipality,NA,Zontecomatlan
1691,145,MEX,Mexico,30,Veracruz,1691,Zozocolco de Hidalgo,Municipio,Municipality,NA,NA
1692,145,MEX,Mexico,31,Yucatan,1692,Abala,Municipio,Municipality,NA,Abala
1693,145,MEX,Mexico,31,Yucatan,1693,Acanceh,Municipio,Municipality,NA,NA
1694,145,MEX,Mexico,31,Yucatan,1694,Akil,Municipio,Municipality,NA,NA
1695,145,MEX,Mexico,31,Yucatan,1695,Baca,Municipio,Municipality,NA,NA
1696,145,MEX,Mexico,31,Yucatan,1696,Bokoba,Municipio,Municipality,NA,Bokova
1697,145,MEX,Mexico,31,Yucatan,1697,Buctzotz,Municipio,Municipality,NA,NA
1698,145,MEX,Mexico,31,Yucatan,1698,Cacalchen,Municipio,Municipality,NA,Cacalchen
1699,145,MEX,Mexico,31,Yucatan,1699,Calotmul,Municipio,Municipality,NA,NA
1700,145,MEX,Mexico,31,Yucatan,1700,Cansahcab,Municipio,Municipality,NA,NA
1701,145,MEX,Mexico,31,Yucatan,1701,Cantamayec,Municipio,Municipality,NA,NA
1702,145,MEX,Mexico,31,Yucatan,1702,Celestun,Municipio,Municipality,NA,Celestun
1703,145,MEX,Mexico,31,Yucatan,1703,Cenotillo,Municipio,Municipality,NA,NA
1704,145,MEX,Mexico,31,Yucatan,1704,Chacsinki≠n,Municipio,Municipality,NA,Chacsinkin
1705,145,MEX,Mexico,31,Yucatan,1705,Chankom,Municipio,Municipality,NA,NA
1706,145,MEX,Mexico,31,Yucatan,1706,Chapab,Municipio,Municipality,NA,NA
1707,145,MEX,Mexico,31,Yucatan,1707,Chemax,Municipio,Municipality,NA,NA
1708,145,MEX,Mexico,31,Yucatan,1708,Chichimila,Municipio,Municipality,NA,Chichimila
1709,145,MEX,Mexico,31,Yucatan,1709,Chicxulub Pueblo,Municipio,Municipality,NA,NA
1710,145,MEX,Mexico,31,Yucatan,1710,Chikindzonot,Municipio,Municipality,NA,NA
1711,145,MEX,Mexico,31,Yucatan,1711,Chochola,Municipio,Municipality,NA,NA
1712,145,MEX,Mexico,31,Yucatan,1712,Chumayel,Municipio,Municipality,NA,NA
1713,145,MEX,Mexico,31,Yucatan,1713,Conkal,Municipio,Municipality,NA,NA
1714,145,MEX,Mexico,31,Yucatan,1714,Cuncunul,Municipio,Municipality,NA,NA
1715,145,MEX,Mexico,31,Yucatan,1715,Cuzama,Municipio,Municipality,NA,Cuzama
1716,145,MEX,Mexico,31,Yucatan,1716,Dzan,Municipio,Municipality,NA,NA
1717,145,MEX,Mexico,31,Yucatan,1717,Dzemul,Municipio,Municipality,NA,NA
1718,145,MEX,Mexico,31,Yucatan,1718,Dzidzantun,Municipio,Municipality,NA,Dzidzantun
1719,145,MEX,Mexico,31,Yucatan,1719,Dzilam de Bravo,Municipio,Municipality,NA,NA
1720,145,MEX,Mexico,31,Yucatan,1720,Dzilam Gonzalez,Municipio,Municipality,NA,Dzilam Gonzalez
1721,145,MEX,Mexico,31,Yucatan,1721,Dzitas,Municipio,Municipality,NA,Dzitas
1722,145,MEX,Mexico,31,Yucatan,1722,Dzoncauich,Municipio,Municipality,NA,NA
1723,145,MEX,Mexico,31,Yucatan,1723,Espita,Municipio,Municipality,NA,NA
1724,145,MEX,Mexico,31,Yucatan,1724,Halacho,Municipio,Municipality,NA,Halacho
1725,145,MEX,Mexico,31,Yucatan,1725,Hocaba,Municipio,Municipality,NA,Hocaba
1726,145,MEX,Mexico,31,Yucatan,1726,Hoctun,Municipio,Municipality,NA,Hoctun
1727,145,MEX,Mexico,31,Yucatan,1727,Homun,Municipio,Municipality,NA,Homun
1728,145,MEX,Mexico,31,Yucatan,1728,Huhi≠,Municipio,Municipality,NA,Huhi
1729,145,MEX,Mexico,31,Yucatan,1729,Hunucma,Municipio,Municipality,NA,Hunucma
1730,145,MEX,Mexico,31,Yucatan,1730,Ixil,Municipio,Municipality,NA,NA
1731,145,MEX,Mexico,31,Yucatan,1731,Izamal,Municipio,Municipality,NA,NA
1732,145,MEX,Mexico,31,Yucatan,1732,Kanasi≠n,Municipio,Municipality,NA,Kanasin
1733,145,MEX,Mexico,31,Yucatan,1733,Kantunil,Municipio,Municipality,NA,NA
1734,145,MEX,Mexico,31,Yucatan,1734,Kaua,Municipio,Municipality,NA,NA
1735,145,MEX,Mexico,31,Yucatan,1735,Kinchil,Municipio,Municipality,NA,NA
1736,145,MEX,Mexico,31,Yucatan,1736,Kopoma,Municipio,Municipality,NA,Kopoma
1737,145,MEX,Mexico,31,Yucatan,1737,Merida,Municipio,Municipality,NA,Merida
1738,145,MEX,Mexico,31,Yucatan,1738,Mama,Municipio,Municipality,NA,NA
1739,145,MEX,Mexico,31,Yucatan,1739,Mani≠,Municipio,Municipality,NA,Mani
1740,145,MEX,Mexico,31,Yucatan,1740,Maxcanu,Municipio,Municipality,NA,Maxcanu
1741,145,MEX,Mexico,31,Yucatan,1741,Mayapan,Municipio,Municipality,NA,Mayapan
1742,145,MEX,Mexico,31,Yucatan,1742,Mococha,Municipio,Municipality,NA,Mococha
1743,145,MEX,Mexico,31,Yucatan,1743,Motul,Municipio,Municipality,NA,NA
1744,145,MEX,Mexico,31,Yucatan,1744,Muna,Municipio,Municipality,NA,NA
1745,145,MEX,Mexico,31,Yucatan,1745,Muxupip,Municipio,Municipality,NA,NA
1746,145,MEX,Mexico,31,Yucatan,1746,Opichen,Municipio,Municipality,NA,Opichen
1747,145,MEX,Mexico,31,Yucatan,1747,Oxkutzcab,Municipio,Municipality,NA,NA
1748,145,MEX,Mexico,31,Yucatan,1748,Panaba,Municipio,Municipality,NA,Panaba
1749,145,MEX,Mexico,31,Yucatan,1749,Peto,Municipio,Municipality,NA,NA
1750,145,MEX,Mexico,31,Yucatan,1750,Progreso,Municipio,Municipality,NA,NA
1751,145,MEX,Mexico,31,Yucatan,1751,Quintana Roo,Municipio,Municipality,NA,NA
1752,145,MEX,Mexico,31,Yucatan,1752,Ri≠o Lagartos,Municipio,Municipality,NA,Rio Lagartos
1753,145,MEX,Mexico,31,Yucatan,1753,Sacalum,Municipio,Municipality,NA,NA
1754,145,MEX,Mexico,31,Yucatan,1754,Samahil,Municipio,Municipality,NA,NA
1755,145,MEX,Mexico,31,Yucatan,1755,San Felipe,Municipio,Municipality,NA,NA
