ZERO_RESULTS,,ZERO_RESULTS,1
ZERO_RESULTS,,ZERO_RESULTS,2
ZERO_RESULTS,,ZERO_RESULTS,3
20.987229,,ZERO_RESULTS,4
20.9872956,,ZERO_RESULTS,5
20.9945283,,ZERO_RESULTS,6
ZERO_RESULTS,,ZERO_RESULTS,7
20.9848441,,ZERO_RESULTS,8
20.9771697,,ZERO_RESULTS,9
20.9771697,,ZERO_RESULTS,10
20.960263,,ZERO_RESULTS,11
20.9468049,,ZERO_RESULTS,12
21.2766309,,ZERO_RESULTS,13
ZERO_RESULTS,,ZERO_RESULTS,14
ZERO_RESULTS,,ZERO_RESULTS,15
ZERO_RESULTS,,ZERO_RESULTS,16
ZERO_RESULTS,,ZERO_RESULTS,17
21.0132185,,ZERO_RESULTS,18
21.0132185,,ZERO_RESULTS,19
21.0132185,,ZERO_RESULTS,20
ZERO_RESULTS,,ZERO_RESULTS,21
21.012246,,ZERO_RESULTS,22
ZERO_RESULTS,,ZERO_RESULTS,23
20.9447135,,ZERO_RESULTS,24
ZERO_RESULTS,,ZERO_RESULTS,25
21.2435737,,ZERO_RESULTS,26
ZERO_RESULTS,,ZERO_RESULTS,27
ZERO_RESULTS,,ZERO_RESULTS,28
ZERO_RESULTS,,ZERO_RESULTS,29
21.1003341,,ZERO_RESULTS,30
21.0265033,,ZERO_RESULTS,31
20.9443224,,ZERO_RESULTS,32
20.9725945,,ZERO_RESULTS,33
ZERO_RESULTS,,ZERO_RESULTS,34
ZERO_RESULTS,,ZERO_RESULTS,35
ZERO_RESULTS,,ZERO_RESULTS,36
ZERO_RESULTS,,ZERO_RESULTS,37
ZERO_RESULTS,,ZERO_RESULTS,38
ZERO_RESULTS,,ZERO_RESULTS,39
20.9544474,,ZERO_RESULTS,40
ZERO_RESULTS,,ZERO_RESULTS,41
ZERO_RESULTS,,ZERO_RESULTS,42
ZERO_RESULTS,,ZERO_RESULTS,43
20.9258936,,ZERO_RESULTS,44
20.9258635,,ZERO_RESULTS,45
21.002944,,ZERO_RESULTS,46
ZERO_RESULTS,,ZERO_RESULTS,47
ZERO_RESULTS,,ZERO_RESULTS,48
ZERO_RESULTS,,ZERO_RESULTS,49
ZERO_RESULTS,,ZERO_RESULTS,50
20.9611523,,ZERO_RESULTS,51
20.9611523,,ZERO_RESULTS,52
ZERO_RESULTS,,ZERO_RESULTS,53
ZERO_RESULTS,,ZERO_RESULTS,54
20.9688812,,ZERO_RESULTS,55
ZERO_RESULTS,,ZERO_RESULTS,56
20.955127,,ZERO_RESULTS,57
21.0259775,,ZERO_RESULTS,58
20.95821,,ZERO_RESULTS,59
20.9766846,,ZERO_RESULTS,60
ZERO_RESULTS,,ZERO_RESULTS,61
20.9795049,,ZERO_RESULTS,62
ZERO_RESULTS,,ZERO_RESULTS,63
20.9773401,,ZERO_RESULTS,64
20.9773401,,ZERO_RESULTS,65
20.9762182,,ZERO_RESULTS,66
ZERO_RESULTS,,ZERO_RESULTS,67
20.9535266,,ZERO_RESULTS,68
20.942665,,ZERO_RESULTS,69
20.9491951,,ZERO_RESULTS,70
20.9470889,,ZERO_RESULTS,71
ZERO_RESULTS,,ZERO_RESULTS,72
20.9385902,,ZERO_RESULTS,73
ZERO_RESULTS,,ZERO_RESULTS,74
21.2067103,,ZERO_RESULTS,75
ZERO_RESULTS,,ZERO_RESULTS,76
21.3906636,,ZERO_RESULTS,77
20.5069872,,ZERO_RESULTS,78
20.9485984,,ZERO_RESULTS,79
ZERO_RESULTS,,ZERO_RESULTS,80
ZERO_RESULTS,,ZERO_RESULTS,81
ZERO_RESULTS,,ZERO_RESULTS,82
ZERO_RESULTS,,ZERO_RESULTS,83
21.0045503,,ZERO_RESULTS,84
ZERO_RESULTS,,ZERO_RESULTS,85
ZERO_RESULTS,,ZERO_RESULTS,86
ZERO_RESULTS,,ZERO_RESULTS,87
ZERO_RESULTS,,ZERO_RESULTS,88
ZERO_RESULTS,,ZERO_RESULTS,89
ZERO_RESULTS,,ZERO_RESULTS,90
ZERO_RESULTS,,ZERO_RESULTS,91
21.015563,,ZERO_RESULTS,92
20.9978373,,ZERO_RESULTS,93
20.9977196,,ZERO_RESULTS,94
ZERO_RESULTS,,ZERO_RESULTS,95
ZERO_RESULTS,,ZERO_RESULTS,96
21.032716,,ZERO_RESULTS,97
20.9796717,,ZERO_RESULTS,98
20.9796717,,ZERO_RESULTS,99
ZERO_RESULTS,,ZERO_RESULTS,100
ZERO_RESULTS,,ZERO_RESULTS,101
21.3926014,,ZERO_RESULTS,102
ZERO_RESULTS,,ZERO_RESULTS,103
ZERO_RESULTS,,ZERO_RESULTS,104
ZERO_RESULTS,,ZERO_RESULTS,105
ZERO_RESULTS,,ZERO_RESULTS,106
20.96063,,ZERO_RESULTS,107
20.9941982,,ZERO_RESULTS,108
20.9941982,,ZERO_RESULTS,109
ZERO_RESULTS,,ZERO_RESULTS,110
20.956158,,ZERO_RESULTS,111
20.9949422,,ZERO_RESULTS,112
ZERO_RESULTS,,ZERO_RESULTS,113
20.9350317,,ZERO_RESULTS,114
20.9358328,,ZERO_RESULTS,115
20.9358328,,ZERO_RESULTS,116
20.9345677,,ZERO_RESULTS,117
ZERO_RESULTS,,ZERO_RESULTS,118
20.9572028,,ZERO_RESULTS,119
20.9777932,,ZERO_RESULTS,120
20.9335822,,ZERO_RESULTS,121
21.0701376,,ZERO_RESULTS,122
20.9757915,,ZERO_RESULTS,123
20.9757915,,ZERO_RESULTS,124
ZERO_RESULTS,,ZERO_RESULTS,125
ZERO_RESULTS,,ZERO_RESULTS,126
ZERO_RESULTS,,ZERO_RESULTS,127
ZERO_RESULTS,,ZERO_RESULTS,128
ZERO_RESULTS,,ZERO_RESULTS,129
20.9923097,,ZERO_RESULTS,130
ZERO_RESULTS,,ZERO_RESULTS,131
ZERO_RESULTS,,ZERO_RESULTS,132
ZERO_RESULTS,,ZERO_RESULTS,133
ZERO_RESULTS,,ZERO_RESULTS,134
ZERO_RESULTS,,ZERO_RESULTS,135
20.6995941,,ZERO_RESULTS,136
ZERO_RESULTS,,ZERO_RESULTS,137
20.9907572,,ZERO_RESULTS,138
ZERO_RESULTS,,ZERO_RESULTS,139
ZERO_RESULTS,,ZERO_RESULTS,140
20.9695217,,ZERO_RESULTS,141
20.9854329,,ZERO_RESULTS,142
ZERO_RESULTS,,ZERO_RESULTS,143
ZERO_RESULTS,,ZERO_RESULTS,144
21.0136013,,ZERO_RESULTS,145
ZERO_RESULTS,,ZERO_RESULTS,146
ZERO_RESULTS,,ZERO_RESULTS,147
20.9810198,,ZERO_RESULTS,148
20.982884,,ZERO_RESULTS,149
ZERO_RESULTS,,ZERO_RESULTS,150
ZERO_RESULTS,,ZERO_RESULTS,151
ZERO_RESULTS,,ZERO_RESULTS,152
20.9846664,,ZERO_RESULTS,153
20.9846664,,ZERO_RESULTS,154
20.9587075,,ZERO_RESULTS,155
20.9293822,,ZERO_RESULTS,156
ZERO_RESULTS,,ZERO_RESULTS,157
20.929654,,ZERO_RESULTS,158
20.9608096,,ZERO_RESULTS,159
ZERO_RESULTS,,ZERO_RESULTS,160
20.9298505,,ZERO_RESULTS,161
20.9291689,,ZERO_RESULTS,162
20.9288276,,ZERO_RESULTS,163
20.9232469,,ZERO_RESULTS,164
20.9270858,,ZERO_RESULTS,165
20.9283332,,ZERO_RESULTS,166
21.3932363,,ZERO_RESULTS,167
ZERO_RESULTS,,ZERO_RESULTS,168
ZERO_RESULTS,,ZERO_RESULTS,169
20.5904573,,ZERO_RESULTS,170
20.5904698,,ZERO_RESULTS,171
21.0193062,,ZERO_RESULTS,172
ZERO_RESULTS,,ZERO_RESULTS,173
20.7726904,,ZERO_RESULTS,174
ZERO_RESULTS,,ZERO_RESULTS,175
ZERO_RESULTS,,ZERO_RESULTS,176
21.0236425,,ZERO_RESULTS,177
20.9728487,,ZERO_RESULTS,178
20.9728487,,ZERO_RESULTS,179
21.0205012,,ZERO_RESULTS,180
21.0204991,,ZERO_RESULTS,181
20.8027647,,ZERO_RESULTS,182
ZERO_RESULTS,,ZERO_RESULTS,183
ZERO_RESULTS,,ZERO_RESULTS,184
ZERO_RESULTS,,ZERO_RESULTS,185
ZERO_RESULTS,,ZERO_RESULTS,186
20.9243738,,ZERO_RESULTS,187
ZERO_RESULTS,,ZERO_RESULTS,188
ZERO_RESULTS,,ZERO_RESULTS,189
20.9241868,,ZERO_RESULTS,190
20.9265655,,ZERO_RESULTS,191
20.9948787,,ZERO_RESULTS,192
20.923237,,ZERO_RESULTS,193
20.9232469,,ZERO_RESULTS,194
20.9274788,,ZERO_RESULTS,195
